game_id,season,round,date,ts,kickoff_hour,weekday,played,status,home_id,home,away_id,away,hg,ag,h_xa,a_xa,h_xgot,a_xgot,h_saves,a_saves,h_shots,a_shots,h_xgc,a_xgc,h_fouls,a_fouls,h_corners,a_corners,h_red,a_red,h_shots_ib,a_shots_ib,h_attacks,a_attacks,h_sot,a_sot,h_bigch,a_bigch,h_yellow,a_yellow,h_poss,a_poss,h_xg,a_xg,book,odds_H,open_H,odds_D,open_D,odds_A,open_A,h_rest,a_rest,h_xg_all,h_npxg,h_xg_open,h_xg_openstr,h_xg_sp,h_xg_level,h_xgot_sum,h_pens,h_shots_n,a_xg_all,a_npxg,a_xg_open,a_xg_openstr,a_xg_sp,a_xg_level,a_xgot_sum,a_pens,a_shots_n
4398675,142,21,2025-04-18,1744993800.0,20.5,4,True,Ended,8349,Al Nasr Dubai,8351,Sharjah SC,2.0,1.0,0.21,0.59,1.37,0.37,4.0,2.0,10.0,10.0,0.66,0.82,19.0,13.0,2.0,3.0,0.0,0.0,,,87.0,135.0,4.0,5.0,2.0,2.0,1.0,3.0,44.0,56.0,0.82,0.66,Bet365,2.2,2.8,3.6,3.25,2.8,2.35,14.0,20.9375,0.8500000000000001,0.8500000000000001,0.8,0.33,0.05,0.8,1.37,0.0,10.0,0.64,0.64,0.64,0.51,0.0,0.14,0.36,0.0,10.0
4404804,142,22,2025-04-22,1745330100.0,17.916666666666668,1,True,Ended,8351,Sharjah SC,8652,Ajman Club,4.0,0.0,2.32,0.15,3.84,0.4,2.0,4.0,17.0,8.0,1.15,3.0,17.0,12.0,11.0,5.0,0.0,0.0,,,94.0,68.0,8.0,3.0,6.0,0.0,4.0,2.0,52.0,48.0,3.0,1.15,Bet365,1.44,1.48,3.9,3.9,6.5,5.75,3.892361111111111,11.0,2.99,2.99,2.99,2.92,0.0,0.99,3.830000000000001,0.0,17.0,1.15,1.15,0.35,0.33,0.8,0.9,0.41,0.0,8.0
4404805,142,22,2025-04-22,1745330100.0,17.916666666666668,1,True,Ended,11565,Al Urooba,8350,Al-Wahda,1.0,1.0,0.26,1.99,0.84,1.27,5.0,0.0,7.0,22.0,1.51,0.56,11.0,10.0,5.0,12.0,0.0,0.0,,,72.0,125.0,1.0,6.0,0.0,0.0,0.0,0.0,33.0,67.0,0.56,1.51,Bet365,7.5,7.0,4.75,4.1,1.29,1.38,10.0,9.89236111111111,0.57,0.57,0.5,0.5,0.07,0.18,0.84,0.0,7.0,1.5100000000000002,1.5100000000000002,1.4,1.2700000000000002,0.11,1.1800000000000002,1.26,0.0,22.0
4404802,142,22,2025-04-22,1745340300.0,20.75,1,True,Ended,10904,Dubba Al Husun,8349,Al Nasr Dubai,0.0,1.0,0.84,1.8,0.15,0.34,2.0,2.0,11.0,20.0,2.05,1.14,12.0,10.0,3.0,9.0,0.0,0.0,,,67.0,114.0,3.0,3.0,0.0,0.0,1.0,4.0,30.0,70.0,1.14,2.05,Bet365,4.1,5.5,3.75,4.1,1.7,1.48,11.118055555555555,4.010416666666667,1.1300000000000003,1.1300000000000003,1.1300000000000003,0.96,0.0,1.1300000000000003,0.15,0.0,11.0,2.140000000000001,2.140000000000001,1.9200000000000004,1.5700000000000005,0.22,1.9400000000000004,0.34,0.0,21.0
4404803,142,22,2025-04-22,1745340300.0,20.75,1,True,Ended,8345,Baniyas,8353,Al Ain,0.0,3.0,0.58,1.79,0.34,2.55,1.0,2.0,6.0,15.0,2.11,0.26,15.0,10.0,7.0,5.0,0.0,0.0,,,84.0,85.0,2.0,4.0,0.0,3.0,2.0,1.0,45.0,55.0,0.26,2.11,Bet365,4.75,5.0,4.2,3.9,1.53,1.55,11.118055555555555,10.118055555555555,0.2499999999999999,0.2499999999999999,0.15,0.15,0.1,0.0999999999999999,0.34,0.0,6.0,2.12,2.12,2.12,2.09,0.0,0.31,2.55,0.0,15.0
4404799,142,22,2025-04-23,1745416500.0,17.916666666666668,2,True,Ended,57374,Al Bataeh,8346,Al Wasl,1.0,3.0,1.54,0.94,0.15,2.64,,,7.0,7.0,1.67,0.75,15.0,12.0,2.0,2.0,0.0,0.0,,,63.0,74.0,1.0,3.0,1.0,4.0,1.0,2.0,37.0,63.0,0.75,1.67,Bet365,4.75,8.5,4.33,6.0,1.5,1.2,11.0,10.89236111111111,0.74,0.74,0.61,0.51,0.13,0.2299999999999999,0.15,0.0,7.0,1.67,1.67,1.67,1.67,0.0,0.44,2.63,0.0,7.0
4404801,142,22,2025-04-23,1745416500.0,17.916666666666668,2,True,Ended,8344,Jazira Abu Dhabi,8355,Kalba,1.0,2.0,1.16,0.65,0.76,1.7,4.0,6.0,21.0,18.0,1.57,1.86,10.0,9.0,5.0,5.0,0.0,0.0,,,92.0,85.0,8.0,7.0,0.0,3.0,1.0,0.0,57.0,43.0,1.86,1.57,Bet365,1.65,1.57,3.9,4.0,3.9,4.33,12.0,11.89236111111111,1.9600000000000009,1.9600000000000009,1.9600000000000009,0.8700000000000001,0.0,1.8800000000000008,0.76,0.0,21.0,1.5800000000000003,1.5800000000000003,1.4300000000000002,0.7700000000000002,0.15,0.53,1.71,0.0,18.0
4404800,142,22,2025-04-23,1745426700.0,20.75,2,True,Ended,8347,Shabab Al Ahly,11134,Khor Fakkan,4.0,0.0,2.28,0.27,2.51,0.0,0.0,4.0,24.0,3.0,0.36,2.56,8.0,9.0,10.0,5.0,0.0,1.0,,,100.0,63.0,8.0,0.0,1.0,0.0,1.0,1.0,60.0,40.0,2.56,0.36,Bet365,1.3,1.5,5.0,4.0,6.5,5.0,12.010416666666666,11.118055555555555,2.56,1.77,1.69,1.56,0.08,0.7,2.5200000000000005,1.0,24.0,0.37,0.37,0.37,0.37,0.0,0.3399999999999999,0.0,0.0,3.0
4352668,142,16,2025-04-27,1745762400.0,18.0,6,True,Ended,8344,Jazira Abu Dhabi,8351,Sharjah SC,1.0,1.0,0.46,0.51,1.29,1.38,3.0,3.0,14.0,12.0,1.81,1.68,12.0,11.0,3.0,3.0,0.0,1.0,,,63.0,60.0,4.0,4.0,1.0,2.0,1.0,1.0,49.0,51.0,1.68,1.81,Bet365,2.62,4.1,3.2,3.7,2.38,1.65,4.003472222222222,5.003472222222222,1.6700000000000004,0.8800000000000001,0.79,0.7000000000000001,0.09,0.41,1.29,1.0,14.0,1.8300000000000003,1.04,1.0,0.99,0.04,0.38,1.38,1.0,12.0
4352664,142,16,2025-04-27,1745772300.0,20.75,6,True,Ended,8350,Al-Wahda,8347,Shabab Al Ahly,2.0,2.0,0.69,1.0,1.03,1.98,3.0,2.0,14.0,11.0,1.76,0.89,17.0,16.0,6.0,7.0,0.0,0.0,,,53.0,66.0,4.0,5.0,3.0,1.0,5.0,3.0,45.0,55.0,0.89,1.76,Bet365,2.75,3.9,3.5,3.8,2.1,1.67,5.118055555555555,4.0,0.9800000000000002,0.9800000000000002,0.8200000000000002,0.8200000000000002,0.16,0.7800000000000001,1.03,0.0,16.0,1.7599999999999998,0.97,0.63,0.63,0.34,0.31,1.98,1.0,11.0
4352672,142,20,2025-05-01,1746113400.0,19.5,3,True,Ended,8351,Sharjah SC,8345,Baniyas,1.0,2.0,3.2,0.77,1.0,1.32,2.0,7.0,27.0,8.0,0.88,1.77,8.0,14.0,13.0,0.0,0.0,1.0,,,135.0,39.0,8.0,4.0,1.0,3.0,2.0,3.0,83.0,17.0,1.77,0.88,Bet365,1.45,1.33,4.2,4.75,5.25,7.0,4.0625,8.947916666666666,2.0600000000000005,2.0600000000000005,1.9200000000000008,1.5000000000000009,0.14,0.52,0.99,0.0,30.0,0.8800000000000001,0.8800000000000001,0.81,0.72,0.07,0.48,1.32,0.0,8.0
4404797,142,23,2025-05-03,1746281100.0,18.08333333333333,5,True,Ended,11134,Khor Fakkan,8349,Al Nasr Dubai,3.0,3.0,0.41,1.42,1.97,2.02,6.0,2.0,7.0,21.0,2.6,0.79,11.0,11.0,0.0,7.0,0.0,0.0,,,80.0,99.0,5.0,9.0,1.0,5.0,0.0,2.0,41.0,59.0,0.79,2.6,Bet365,3.4,2.62,3.7,3.5,1.85,2.25,9.88888888888889,10.88888888888889,0.79,0.79,0.79,0.72,0.0,0.6,1.98,0.0,7.0,2.83,2.83,2.83,1.93,0.0,1.02,2.01,0.0,21.0
4404798,142,23,2025-05-03,1746281100.0,18.08333333333333,5,True,Ended,8355,Kalba,10904,Dubba Al Husun,2.0,1.0,1.16,0.49,0.87,0.15,2.0,3.0,24.0,10.0,0.39,1.73,14.0,10.0,3.0,2.0,0.0,0.0,,,92.0,77.0,6.0,3.0,3.0,0.0,1.0,2.0,54.0,46.0,1.73,0.39,Bet365,1.85,2.15,3.75,3.5,3.25,2.75,10.006944444444445,10.88888888888889,1.7900000000000005,1.7900000000000005,1.7900000000000005,1.04,0.0,0.8800000000000001,0.88,0.0,24.0,0.38,0.38,0.3199999999999999,0.25,0.06,0.21,0.16,0.0,10.0
4404795,142,23,2025-05-03,1746290700.0,20.75,5,True,Ended,8346,Al Wasl,8347,Shabab Al Ahly,2.0,1.0,0.71,1.15,1.11,2.09,5.0,3.0,9.0,16.0,1.64,0.9,15.0,11.0,2.0,4.0,0.0,0.0,,,75.0,108.0,5.0,6.0,1.0,2.0,3.0,3.0,46.0,54.0,0.9,1.64,Bet365,2.15,2.5,3.5,3.4,2.75,2.4,10.118055555555555,6.0,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.0,0.1,1.11,0.0,9.0,1.7100000000000002,1.7100000000000002,1.56,1.19,0.15,0.25,2.08,0.0,16.0
4404792,142,23,2025-05-04,1746367500.0,18.08333333333333,6,True,Ended,8350,Al-Wahda,8351,Sharjah SC,3.0,0.0,0.47,0.38,2.12,0.0,0.0,2.0,7.0,13.0,1.44,1.6,11.0,15.0,0.0,3.0,0.0,0.0,,,62.0,100.0,5.0,0.0,3.0,1.0,0.0,2.0,43.0,57.0,1.6,1.44,Bet365,2.1,1.95,3.3,3.4,3.0,3.25,6.888888888888889,2.9409722222222223,1.91,1.91,1.66,0.89,0.25,0.36,2.11,0.0,7.0,1.4400000000000004,1.4400000000000004,1.3600000000000003,0.65,0.08,0.03,0.0,0.0,13.0
4404794,142,23,2025-05-04,1746377100.0,20.75,6,True,Ended,8353,Al Ain,8344,Jazira Abu Dhabi,1.0,1.0,1.46,0.6,1.32,0.41,2.0,2.0,15.0,8.0,0.62,1.06,14.0,11.0,5.0,3.0,0.0,0.0,,,113.0,66.0,3.0,3.0,2.0,0.0,1.0,0.0,58.0,42.0,1.06,0.62,Bet365,1.53,1.7,4.2,3.8,4.5,3.8,12.0,7.114583333333333,1.04,1.04,0.96,0.8400000000000001,0.08,0.52,1.33,0.0,15.0,0.62,0.62,0.5800000000000001,0.56,0.04,0.27,0.41,0.0,8.0
4404793,142,23,2025-05-05,1746453900.0,18.08333333333333,0,True,Ended,57374,Al Bataeh,8345,Baniyas,1.0,0.0,0.51,0.32,1.09,0.01,1.0,4.0,12.0,5.0,0.15,1.15,11.0,5.0,4.0,5.0,0.0,0.0,,,90.0,88.0,5.0,1.0,1.0,0.0,2.0,0.0,49.0,51.0,1.15,0.15,Bet365,2.1,1.9,2.9,3.0,3.3,3.9,12.006944444444445,3.9409722222222223,1.14,0.35,0.35,0.32,0.0,0.29,1.09,1.0,12.0,0.15,0.15,0.12,0.11,0.03,0.0,0.01,0.0,5.0
4404796,142,23,2025-05-05,1746463500.0,20.75,0,True,Ended,8652,Ajman Club,11565,Al Urooba,2.0,3.0,0.28,0.94,0.83,2.36,3.0,1.0,10.0,15.0,2.38,0.96,16.0,7.0,3.0,6.0,0.0,0.0,,,100.0,88.0,3.0,5.0,1.0,2.0,0.0,0.0,51.0,49.0,0.96,2.38,Bet365,1.55,1.67,4.1,3.8,4.5,3.9,13.118055555555555,13.118055555555555,0.95,0.95,0.84,0.77,0.11,0.67,0.82,0.0,11.0,2.38,1.59,1.54,1.54,0.05,0.13,2.36,1.0,15.0
4419967,142,24,2025-05-12,1747059000.0,18.166666666666668,0,True,Ended,8345,Baniyas,11134,Khor Fakkan,3.0,3.0,0.25,2.31,1.12,3.49,7.0,1.0,10.0,25.0,3.83,0.9,7.0,10.0,2.0,8.0,1.0,1.0,,,75.0,109.0,4.0,10.0,2.0,7.0,3.0,1.0,32.0,68.0,0.9,3.83,Bet365,2.25,2.1,3.2,3.3,2.8,3.0,7.003472222222222,9.003472222222221,0.9000000000000002,0.9000000000000002,0.8300000000000002,0.8300000000000002,0.07,0.5900000000000001,1.14,0.0,10.0,4.01,2.43,2.12,1.4800000000000004,0.31,0.7900000000000001,3.5,2.0,25.0
4419968,142,24,2025-05-12,1747059000.0,18.166666666666668,0,True,Ended,10904,Dubba Al Husun,8350,Al-Wahda,0.0,2.0,0.53,1.24,0.48,1.22,4.0,3.0,5.0,14.0,1.14,0.24,12.0,14.0,5.0,3.0,1.0,0.0,,,55.0,121.0,3.0,6.0,0.0,3.0,2.0,2.0,39.0,61.0,0.24,1.14,Bet365,5.75,5.0,4.5,4.0,1.38,1.5,9.003472222222221,8.003472222222221,0.25,0.25,0.21,0.21,0.04,0.13,0.48,0.0,5.0,1.14,1.14,1.1,0.81,0.04,0.43,1.23,0.0,14.0
4419965,142,24,2025-05-12,1747069200.0,21.0,0,True,Ended,8351,Sharjah SC,8353,Al Ain,0.0,3.0,0.33,0.52,0.11,1.82,4.0,2.0,6.0,14.0,1.96,0.3,7.0,10.0,1.0,5.0,1.0,0.0,,,81.0,85.0,2.0,7.0,0.0,3.0,2.0,2.0,49.0,51.0,0.3,1.96,Bet365,3.5,2.4,3.6,3.4,1.8,2.45,8.121527777777779,8.010416666666666,0.36,0.36,0.36,0.3,0.0,0.1999999999999999,0.19,0.0,6.0,1.98,1.1900000000000002,0.8700000000000001,0.32,0.32,0.52,1.83,1.0,14.0
4419964,142,24,2025-05-13,1747145400.0,18.166666666666668,1,True,Ended,11565,Al Urooba,8346,Al Wasl,1.0,2.0,0.88,1.83,1.57,1.44,2.0,3.0,9.0,15.0,1.88,0.78,9.0,3.0,5.0,6.0,0.0,0.0,,,87.0,108.0,4.0,4.0,1.0,2.0,1.0,0.0,40.0,60.0,0.78,1.88,Bet365,8.0,6.5,7.5,5.5,1.18,1.28,7.892361111111111,9.89236111111111,0.77,0.77,0.77,0.5800000000000001,0.0,0.3,1.5699999999999998,0.0,10.0,1.87,1.87,1.7800000000000002,1.69,0.09,1.3199999999999998,1.43,0.0,15.0
4419966,142,24,2025-05-13,1747145400.0,18.166666666666668,1,True,Ended,8344,Jazira Abu Dhabi,57374,Al Bataeh,2.0,0.0,0.34,0.69,1.88,0.13,3.0,3.0,8.0,12.0,0.58,0.58,10.0,11.0,1.0,4.0,0.0,0.0,,,64.0,92.0,5.0,3.0,1.0,0.0,2.0,2.0,50.0,50.0,0.58,0.58,Bet365,1.6,1.8,3.5,3.0,5.0,4.5,8.89236111111111,8.003472222222221,0.57,0.57,0.54,0.26,0.03,0.03,1.89,0.0,8.0,0.5900000000000001,0.5900000000000001,0.21,0.16,0.38,0.0,0.13,0.0,12.0
4419962,142,24,2025-05-13,1747155600.0,21.0,1,True,Ended,8349,Al Nasr Dubai,8347,Shabab Al Ahly,1.0,1.0,0.51,2.04,1.48,0.6,1.0,2.0,4.0,20.0,1.57,0.4,6.0,13.0,1.0,8.0,1.0,0.0,,,60.0,62.0,3.0,2.0,0.0,1.0,0.0,1.0,45.0,55.0,0.4,1.57,Bet365,2.4,2.9,3.6,3.4,2.4,2.1,10.121527777777779,10.010416666666666,0.4,0.4,0.4,0.4,0.0,0.4,1.48,0.0,4.0,1.5600000000000005,1.5600000000000005,1.4900000000000002,1.32,0.07,1.12,0.6,0.0,20.0
4419963,142,24,2025-05-13,1747155600.0,21.0,1,True,Ended,8652,Ajman Club,8355,Kalba,2.0,3.0,1.3,0.61,1.99,1.24,1.0,3.0,11.0,10.0,1.12,2.42,11.0,10.0,5.0,5.0,0.0,0.0,,,105.0,69.0,5.0,4.0,3.0,3.0,4.0,2.0,53.0,47.0,2.42,1.12,Bet365,2.75,2.3,3.5,3.4,2.15,2.6,8.010416666666666,10.121527777777779,2.42,0.8400000000000001,0.56,0.55,0.2799999999999999,0.0,1.99,2.0,11.0,1.12,1.12,1.12,1.12,0.0,0.17,1.25,0.0,10.0
4424987,142,25,2025-05-19,1747663800.0,18.166666666666668,0,True,Ended,8355,Kalba,8349,Al Nasr Dubai,2.0,3.0,1.69,0.99,1.57,1.28,0.0,5.0,29.0,8.0,0.73,2.05,12.0,13.0,9.0,3.0,0.0,0.0,18.0,5.0,52.0,38.0,7.0,3.0,0.0,1.0,3.0,4.0,59.0,41.0,2.05,0.73,Bet365,2.8,2.5,3.5,3.75,2.1,2.25,5.881944444444445,5.881944444444445,2.1100000000000008,2.1100000000000008,1.6600000000000006,1.4300000000000002,0.45,0.0,1.5699999999999998,0.0,29.0,0.72,0.72,0.71,0.71,0.01,0.04,1.28,0.0,8.0
4424988,142,25,2025-05-19,1747663800.0,18.166666666666668,0,True,Ended,8353,Al Ain,8652,Ajman Club,0.0,0.0,1.79,0.14,0.36,0.01,1.0,4.0,19.0,6.0,0.27,1.32,12.0,17.0,9.0,2.0,0.0,0.0,9.0,3.0,134.0,53.0,4.0,1.0,1.0,0.0,3.0,4.0,70.0,30.0,1.32,0.27,Bet365,1.2,1.33,6.5,5.0,8.5,6.0,6.881944444444445,5.881944444444445,1.3400000000000003,1.3400000000000003,1.2100000000000002,1.08,0.13,1.3400000000000003,0.36,0.0,19.0,0.27,0.27,0.24,0.17,0.03,0.27,0.01,0.0,6.0
4424986,142,25,2025-05-19,1747674000.0,21.0,0,True,Ended,8350,Al-Wahda,8344,Jazira Abu Dhabi,2.0,2.0,1.56,0.3,1.94,0.64,1.0,4.0,17.0,6.0,0.39,2.03,13.0,11.0,5.0,1.0,0.0,0.0,11.0,2.0,99.0,57.0,6.0,3.0,3.0,0.0,4.0,6.0,59.0,41.0,2.03,0.39,Bet365,1.73,1.57,3.6,4.0,3.9,4.33,7.118055555555555,6.118055555555555,2.03,1.24,1.24,1.2300000000000002,0.0,0.28,1.94,1.0,17.0,0.37,0.37,0.3,0.3,0.07,0.29,0.63,0.0,6.0
4424985,142,25,2025-05-20,1747750200.0,18.166666666666668,1,True,Ended,8346,Al Wasl,8345,Baniyas,3.0,1.0,3.54,0.71,1.66,0.26,2.0,3.0,25.0,5.0,0.42,3.43,5.0,10.0,10.0,2.0,0.0,2.0,15.0,3.0,104.0,53.0,6.0,3.0,2.0,0.0,0.0,1.0,72.0,28.0,3.43,0.42,Bet365,1.22,1.28,6.25,5.5,8.0,6.5,7.0,8.0,3.5,3.5,2.17,1.9,1.33,0.31,1.66,0.0,25.0,0.42,0.42,0.3399999999999999,0.3399999999999999,0.08,0.21,0.25,0.0,6.0
4424982,142,25,2025-05-20,1747760400.0,21.0,1,True,Ended,8347,Shabab Al Ahly,10904,Dubba Al Husun,3.0,2.0,1.46,1.23,2.04,1.0,4.0,1.0,11.0,19.0,1.88,2.97,14.0,11.0,5.0,4.0,0.0,0.0,8.0,12.0,87.0,82.0,4.0,6.0,3.0,3.0,3.0,4.0,51.0,49.0,2.97,1.88,Bet365,1.29,1.2,4.75,6.0,8.5,9.5,7.0,8.118055555555555,2.97,1.39,1.39,1.37,0.0,1.33,2.04,2.0,11.0,1.9100000000000008,1.9100000000000008,1.67,1.58,0.24,0.36,1.0,0.0,19.0
4424984,142,25,2025-05-20,1747760400.0,21.0,1,True,Ended,11565,Al Urooba,57374,Al Bataeh,1.0,3.0,0.39,0.86,0.05,1.29,3.0,0.0,10.0,12.0,1.18,0.53,14.0,9.0,3.0,4.0,0.0,0.0,6.0,5.0,72.0,72.0,1.0,6.0,1.0,2.0,2.0,4.0,47.0,53.0,0.53,1.18,Bet365,3.5,5.25,3.6,4.1,1.8,1.48,7.118055555555555,7.118055555555555,0.4800000000000001,0.4800000000000001,0.4600000000000001,0.3399999999999999,0.02,0.22,0.05,0.0,10.0,1.19,0.4,0.4,0.4,0.0,0.3399999999999999,1.29,1.0,12.0
4424983,142,25,2025-05-22,1747928400.0,19.666666666666668,3,True,Ended,11134,Khor Fakkan,8351,Sharjah SC,2.0,4.0,0.52,1.19,1.53,1.39,1.0,2.0,6.0,11.0,1.14,1.1,14.0,10.0,1.0,5.0,0.0,0.0,5.0,5.0,73.0,102.0,4.0,5.0,1.0,4.0,2.0,1.0,33.0,67.0,1.1,1.14,Bet365,3.7,4.1,3.7,3.8,1.75,1.65,10.0625,9.944444444444445,1.08,1.08,1.08,0.96,0.0,0.2,1.53,0.0,6.0,1.13,1.13,0.98,0.93,0.15,0.13,1.4,0.0,11.0
4427203,142,26,2025-05-23,1748015100.0,19.75,4,True,Ended,8349,Al Nasr Dubai,8353,Al Ain,0.0,2.0,0.85,1.22,0.52,2.11,2.0,2.0,6.0,12.0,1.85,0.43,7.0,14.0,4.0,4.0,0.0,0.0,5.0,8.0,72.0,104.0,2.0,5.0,1.0,3.0,2.0,1.0,42.0,58.0,0.43,1.85,Bet365,4.33,2.15,5.0,4.0,1.5,2.55,4.065972222222222,4.065972222222222,0.55,0.55,0.55,0.55,0.0,0.0,0.52,0.0,7.0,1.8900000000000003,1.1,1.1,0.5700000000000001,0.0,0.07,2.11,1.0,12.0
4427202,142,26,2025-05-24,1748095800.0,18.166666666666668,5,True,Ended,10904,Dubba Al Husun,11565,Al Urooba,1.0,2.0,0.97,1.21,0.47,0.82,3.0,4.0,13.0,17.0,1.77,1.2,6.0,10.0,3.0,3.0,0.0,0.0,6.0,12.0,77.0,85.0,5.0,5.0,2.0,1.0,1.0,1.0,49.0,51.0,1.2,1.77,Bet365,2.0,1.8,3.25,3.5,3.1,3.6,3.8819444444444446,3.8819444444444446,1.2,1.2,1.2,1.13,0.0,0.63,0.47,0.0,13.0,1.7700000000000005,1.7700000000000005,1.7100000000000004,1.1700000000000004,0.06,0.8500000000000003,0.82,0.0,17.0
4427199,142,26,2025-05-24,1748102400.0,20.0,5,True,Ended,8345,Baniyas,8355,Kalba,2.0,2.0,1.42,0.22,0.94,2.19,5.0,1.0,12.0,10.0,1.35,1.02,12.0,6.0,6.0,1.0,0.0,0.0,5.0,4.0,77.0,73.0,3.0,7.0,3.0,2.0,3.0,1.0,56.0,44.0,1.02,1.35,Bet365,3.4,2.4,3.6,3.4,1.85,2.5,4.076388888888889,5.076388888888889,1.04,1.04,1.0,0.95,0.04,0.74,0.94,0.0,12.0,1.3800000000000003,0.5900000000000001,0.26,0.1699999999999999,0.3299999999999999,0.19,2.2,1.0,10.0
4427197,142,26,2025-05-25,1748182200.0,18.166666666666668,6,True,Ended,8351,Sharjah SC,8346,Al Wasl,4.0,1.0,0.44,0.68,2.01,0.0,0.0,1.0,8.0,5.0,0.27,1.08,18.0,13.0,1.0,2.0,0.0,1.0,6.0,2.0,65.0,89.0,5.0,0.0,3.0,0.0,5.0,3.0,49.0,51.0,1.08,0.27,Bet365,3.1,2.35,3.7,3.4,1.9,2.5,2.9375,5.0,1.08,0.29,0.29,0.2299999999999999,0.0,0.12,2.62,1.0,9.0,0.26,0.26,0.26,0.26,0.0,0.17,0.0,0.0,5.0
4427201,142,26,2025-05-25,1748182200.0,18.166666666666668,6,True,Ended,57374,Al Bataeh,8350,Al-Wahda,1.0,3.0,0.33,0.53,0.46,1.73,2.0,2.0,8.0,12.0,1.66,0.35,16.0,9.0,2.0,3.0,0.0,0.0,6.0,9.0,70.0,73.0,3.0,5.0,1.0,1.0,3.0,1.0,40.0,60.0,0.35,1.66,Bet365,5.5,5.75,4.0,4.1,1.48,1.45,4.881944444444445,5.881944444444445,0.4,0.4,0.37,0.37,0.03,0.06,0.51,0.0,9.0,1.65,0.86,0.86,0.76,0.0,0.19,1.73,1.0,12.0
4427198,142,26,2025-05-25,1748188800.0,20.0,6,True,Ended,8344,Jazira Abu Dhabi,8347,Shabab Al Ahly,1.0,2.0,0.8,0.23,0.47,1.78,2.0,3.0,11.0,5.0,1.4,0.84,21.0,12.0,6.0,2.0,0.0,0.0,7.0,4.0,65.0,73.0,4.0,4.0,1.0,4.0,4.0,1.0,52.0,48.0,0.84,1.4,Bet365,2.9,3.1,3.7,3.75,2.0,1.91,5.958333333333333,4.958333333333333,0.92,0.92,0.92,0.55,0.0,0.26,0.4599999999999999,0.0,12.0,1.4,0.6100000000000001,0.18,0.18,0.43,0.5,1.79,1.0,5.0
4427200,142,26,2025-05-25,1748188800.0,20.0,6,True,Ended,8652,Ajman Club,11134,Khor Fakkan,4.0,1.0,2.2,0.35,2.77,0.22,1.0,6.0,17.0,5.0,0.25,2.4,11.0,16.0,8.0,4.0,1.0,0.0,12.0,4.0,99.0,72.0,12.0,2.0,6.0,0.0,2.0,0.0,56.0,44.0,2.4,0.25,Bet365,1.7,2.55,4.2,3.75,3.6,2.2,6.076388888888889,3.013888888888889,2.41,2.41,2.35,2.35,0.06,1.13,2.77,0.0,17.0,0.24,0.24,0.22,0.16,0.02,0.02,0.22,0.0,5.0
4476443,143,1,2025-08-16,1755353100.0,18.08333333333333,5,True,Ended,8347,Shabab Al Ahly,8352,Al Dhafra,2.0,0.0,1.21,0.31,0.9,0.04,1.0,2.0,12.0,7.0,0.52,1.18,10.0,15.0,6.0,4.0,0.0,0.0,4.0,4.0,90.0,62.0,4.0,1.0,2.0,1.0,3.0,0.0,55.0,45.0,1.18,0.52,Bet365,1.14,1.22,7.0,5.25,15.0,9.5,82.92013888888889,,1.1900000000000004,1.1900000000000004,1.0700000000000005,1.03,0.12,0.04,0.9,0.0,12.0,0.53,0.53,0.44,0.34,0.09,0.01,0.04,0.0,7.0
4476445,143,1,2025-08-16,1755353100.0,18.08333333333333,5,True,Ended,10880,Dibba Al Fujairah,8351,Sharjah SC,1.0,3.0,0.82,0.87,0.72,1.87,3.0,3.0,9.0,16.0,2.19,0.63,15.0,9.0,4.0,7.0,0.0,0.0,4.0,10.0,44.0,61.0,5.0,6.0,0.0,3.0,2.0,0.0,42.0,58.0,0.63,2.19,Bet365,7.0,5.25,3.9,3.6,1.4,1.55,,82.99652777777777,0.6900000000000002,0.6900000000000002,0.41,0.36,0.28,0.05,0.7200000000000001,0.0,9.0,2.18,2.18,2.13,1.32,0.05,0.44,1.87,0.0,16.0
4476446,143,1,2025-08-16,1755361800.0,20.5,5,True,Ended,8353,Al Ain,57374,Al Bataeh,2.0,1.0,1.1,0.3,1.95,0.94,2.0,2.0,12.0,4.0,0.89,1.04,6.0,14.0,6.0,4.0,0.0,0.0,5.0,2.0,81.0,70.0,4.0,3.0,3.0,1.0,1.0,3.0,60.0,40.0,1.04,0.89,Bet365,1.4,1.38,4.5,4.5,5.5,6.0,85.03125,83.09722222222223,1.04,1.04,0.69,0.6599999999999999,0.35,0.73,1.95,0.0,12.0,0.9,0.11,0.11,0.11,0.0,0.11,0.93,1.0,4.0
4476447,143,1,2025-08-16,1755361800.0,20.5,5,True,Ended,8355,Kalba,8349,Al Nasr Dubai,0.0,1.0,0.41,1.45,0.38,0.15,0.0,2.0,11.0,11.0,1.02,1.05,9.0,9.0,9.0,6.0,0.0,0.0,7.0,8.0,97.0,88.0,2.0,1.0,0.0,1.0,3.0,1.0,45.0,55.0,1.05,1.02,Bet365,2.55,2.5,3.6,3.75,2.25,2.25,84.02083333333333,85.03125,1.31,1.31,1.15,0.98,0.16,0.61,0.38,0.0,12.0,1.03,1.03,1.0,0.98,0.03,0.98,0.15,0.0,11.0
