game_id,rec_h,rec_a,h_xg_all,h_npxg,h_xg_open,h_xg_openstr,h_xg_sp,h_xg_level,h_xgot_sum,h_pens,h_shots_n,a_xg_all,a_npxg,a_xg_open,a_xg_openstr,a_xg_sp,a_xg_level,a_xgot_sum,a_pens,a_shots_n
4670666,3,0,1.4700000000000002,1.4700000000000002,1.25,1.25,0.22,0.54,1.94,0.0,18.0,0.8900000000000001,0.8900000000000001,0.73,0.73,0.16,0.03,0.62,0.0,13.0
4670667,2,2,1.2300000000000002,0.4400000000000001,0.4400000000000001,0.4200000000000001,0.0,0.18,1.5000000000000002,1.0,9.0,2.76,1.97,1.01,0.49,0.96,0.0,3.47,1.0,14.0
4670668,3,1,0.89,0.89,0.89,0.89,0.0,0.14,0.78,0.0,8.0,0.6400000000000001,0.6400000000000001,0.6100000000000001,0.4600000000000001,0.03,0.09,1.24,0.0,14.0
4670669,0,1,0.8700000000000001,0.8700000000000001,0.79,0.77,0.08,0.4,0.51,0.0,14.0,1.77,0.98,0.8500000000000002,0.8300000000000002,0.13,0.76,0.38,1.0,16.0
4670670,1,1,0.16,0.16,0.16,0.14,0.0,0.03,0.73,0.0,4.0,1.03,1.03,1.01,0.99,0.02,0.66,0.99,0.0,10.0
4670671,2,1,1.5099999999999998,1.5099999999999998,1.41,1.3199999999999998,0.1,0.16,1.19,0.0,23.0,0.5500000000000002,0.5500000000000002,0.52,0.47,0.03,0.36,0.87,0.0,13.0
4670672,5,1,2.6,2.6,2.6,1.87,0.0,1.0,3.96,0.0,20.0,0.3,0.3,0.2,0.03,0.1,0.0,0.49,0.0,5.0
4670673,1,2,0.33,0.33,0.26,0.14,0.07,0.03,0.8200000000000001,0.0,11.0,2.870000000000001,2.870000000000001,2.740000000000001,1.75,0.13,1.5400000000000005,3.18,0.0,15.0
4670674,0,0,0.41,0.41,0.37,0.37,0.04,0.41,0.0,0.0,7.0,0.91,0.91,0.59,0.37,0.32,0.91,0.07,0.0,11.0
4670675,1,2,0.5800000000000001,0.5800000000000001,0.55,0.55,0.03,0.0,1.02,0.0,7.0,1.9,1.11,1.11,1.11,0.0,0.0699999999999999,2.27,1.0,11.0
4670676,1,0,0.93,0.93,0.93,0.7100000000000001,0.0,0.2,0.77,0.0,10.0,0.7700000000000001,0.7700000000000001,0.66,0.44,0.11,0.07,0.64,0.0,14.0
4670677,1,0,0.76,0.76,0.47,0.47,0.29,0.73,1.8,0.0,7.0,1.5000000000000002,1.5000000000000002,1.4300000000000002,1.4300000000000002,0.07,0.0,0.32,0.0,15.0
4670678,2,0,0.4299999999999999,0.4299999999999999,0.3399999999999999,0.3399999999999999,0.09,0.12,1.23,0.0,5.0,0.9200000000000004,0.9200000000000004,0.5300000000000001,0.5300000000000001,0.39,0.0,1.2399999999999998,0.0,17.0
4689695,2,2,1.7400000000000002,1.7400000000000002,1.6300000000000003,1.2600000000000002,0.11,0.64,1.0,0.0,23.0,0.79,0.79,0.79,0.79,0.0,0.21,1.15,0.0,8.0
4689696,2,2,1.44,1.44,1.41,1.13,0.03,0.8800000000000001,0.8500000000000001,0.0,21.0,1.74,1.74,1.71,0.7999999999999999,0.03,1.68,2.64,0.0,8.0
4689697,2,1,1.34,1.34,1.03,1.03,0.31,0.51,1.2999999999999998,0.0,15.0,1.11,0.32,0.23,0.17,0.09,0.08,0.85,1.0,8.0
4689698,1,0,0.32,0.32,0.32,0.3,0.0,0.09,0.15,0.0,7.0,1.08,1.08,0.7100000000000001,0.65,0.37,0.68,0.12,0.0,16.0
4689699,2,0,2.16,2.16,2.11,2.11,0.05,0.34,1.5300000000000002,0.0,11.0,0.31,0.31,0.23,0.23,0.08,0.0,0.0,0.0,6.0
4689700,2,1,0.9600000000000002,0.9600000000000002,0.81,0.6600000000000001,0.15,0.42,0.6900000000000001,0.0,11.0,0.6200000000000001,0.6200000000000001,0.6100000000000001,0.53,0.01,0.22,0.05,0.0,11.0
4689701,2,1,0.81,0.81,0.71,0.6100000000000001,0.0999999999999999,0.23,1.39,0.0,7.0,1.06,1.06,0.91,0.66,0.15,0.5900000000000001,1.29,0.0,11.0
4695348,3,2,1.05,1.05,0.6900000000000001,0.5800000000000001,0.36,0.58,1.33,0.0,14.0,2.01,2.01,2.01,1.52,0.0,0.8199999999999998,3.1900000000000004,0.0,13.0
4695349,0,2,0.7200000000000002,0.7200000000000002,0.6200000000000001,0.6200000000000001,0.1,0.0,0.08,0.0,12.0,1.2400000000000002,0.45,0.4000000000000001,0.4000000000000001,0.05,0.08,1.0,1.0,10.0
4695350,4,2,3.71,2.9200000000000004,2.7100000000000004,2.4800000000000004,0.21,1.2200000000000002,4.51,1.0,28.0,1.3400000000000003,0.55,0.4600000000000001,0.43,0.09,0.08,1.91,1.0,11.0
4695351,3,3,2.34,2.34,2.14,1.84,0.2,0.8999999999999999,3.1100000000000003,0.0,19.0,1.4,1.4,1.4,1.4,0.0,1.13,1.6,0.0,7.0
4695352,0,1,0.76,0.76,0.67,0.64,0.09,0.3,0.18,0.0,5.0,0.3299999999999999,0.3299999999999999,0.17,0.17,0.16,0.3299999999999999,0.05,0.0,7.0
4695353,0,3,1.82,1.82,1.8100000000000005,1.7100000000000002,0.01,0.02,1.37,0.0,9.0,2.8400000000000003,2.8400000000000003,2.78,2.78,0.06,0.34,3.12,0.0,11.0
4695354,1,2,1.29,1.29,1.29,1.13,0.0,1.16,0.3299999999999999,0.0,12.0,1.65,1.65,1.37,1.37,0.28,1.09,1.62,0.0,14.0
4695355,1,3,1.1700000000000002,0.38,0.16,0.16,0.2199999999999999,0.13,1.04,1.0,12.0,1.6500000000000004,1.6500000000000004,1.5900000000000003,0.78,0.06,1.05,1.51,0.0,13.0
4695356,4,3,1.62,1.62,1.57,1.2,0.05,0.8999999999999999,2.08,0.0,14.0,0.97,0.97,0.97,0.6,0.0,0.6,1.98,0.0,9.0
4695357,0,1,0.6200000000000001,0.6200000000000001,0.21,0.21,0.41,0.41,0.07,0.0,7.0,0.87,0.87,0.87,0.64,0.0,0.78,0.52,0.0,8.0
4695358,3,2,2.31,2.31,2.18,2.01,0.13,2.31,1.5599999999999998,0.0,20.0,1.6000000000000003,1.6000000000000003,1.4700000000000004,1.4100000000000004,0.13,0.49,1.5,0.0,18.0
4695359,1,1,0.41,0.41,0.37,0.37,0.04,0.19,0.19,0.0,11.0,1.0300000000000002,1.0300000000000002,0.8800000000000001,0.57,0.15,0.6299999999999999,0.5900000000000001,0.0,15.0
4695360,1,1,0.8899999999999999,0.8899999999999999,0.8899999999999999,0.8899999999999999,0.0,0.31,1.07,0.0,6.0,0.31,0.31,0.2799999999999999,0.2199999999999999,0.03,0.2199999999999999,0.2799999999999999,0.0,9.0
4695361,2,2,2.08,1.29,1.14,1.11,0.15,0.78,2.75,1.0,21.0,0.6200000000000001,0.6200000000000001,0.6000000000000001,0.5700000000000001,0.02,0.26,0.98,0.0,13.0
4704442,2,2,0.6199999999999999,0.6199999999999999,0.6199999999999999,0.3999999999999999,0.0,0.2,1.37,0.0,7.0,0.6400000000000001,0.6400000000000001,0.51,0.51,0.13,0.21,0.27,0.0,12.0
4704443,2,1,1.8000000000000005,1.0100000000000002,0.75,0.64,0.26,0.71,1.7200000000000002,1.0,12.0,0.56,0.56,0.35,0.31,0.21,0.52,0.3999999999999999,0.0,12.0
4704444,0,5,0.15,0.15,0.15,0.13,0.0,0.0,0.27,0.0,9.0,0.95,0.95,0.95,0.8800000000000001,0.0,0.11,1.31,0.0,15.0
4704445,2,3,1.4400000000000002,0.6499999999999999,0.6499999999999999,0.59,0.0,0.34,1.37,1.0,11.0,2.5200000000000005,0.94,0.83,0.73,0.11,0.94,2.96,2.0,12.0
4704446,2,1,1.31,0.52,0.52,0.5,0.0,0.38,1.59,1.0,8.0,1.3200000000000005,1.3200000000000005,1.2400000000000004,1.2100000000000002,0.08,0.6300000000000001,0.33,0.0,21.0
4704447,0,0,0.45,0.45,0.25,0.25,0.1999999999999999,0.45,0.11,0.0,11.0,0.8,0.8,0.7,0.59,0.1,0.8,0.7000000000000001,0.0,11.0
4704448,1,1,0.9900000000000002,0.9900000000000002,0.9200000000000002,0.8200000000000001,0.07,0.9900000000000002,0.76,0.0,10.0,1.32,1.32,0.78,0.78,0.54,1.1,1.12,0.0,14.0
4709067,1,2,0.68,0.68,0.68,0.53,0.0,0.4599999999999999,0.15,0.0,10.0,1.5700000000000005,1.5700000000000005,1.5700000000000005,1.2400000000000002,0.0,0.8300000000000001,2.22,0.0,18.0
4709068,5,0,3.2,1.6200000000000006,1.6000000000000003,0.8,0.02,0.36,4.24,2.0,20.0,0.56,0.56,0.56,0.56,0.0,0.19,0.26,0.0,5.0
4709069,2,1,1.4800000000000002,0.6900000000000001,0.6900000000000001,0.65,0.0,0.31,1.15,1.0,11.0,0.8900000000000001,0.8900000000000001,0.6000000000000001,0.6000000000000001,0.29,0.29,1.04,0.0,14.0
4709070,2,2,0.7800000000000001,0.7800000000000001,0.7600000000000001,0.64,0.02,0.42,1.51,0.0,8.0,1.62,1.62,1.62,1.0299999999999998,0.0,0.8500000000000001,2.0400000000000005,0.0,12.0
4709071,1,1,1.2000000000000004,1.2000000000000004,1.1800000000000004,1.0500000000000005,0.02,0.8300000000000001,0.7000000000000001,0.0,14.0,1.4200000000000004,1.4200000000000004,1.3700000000000003,1.3400000000000003,0.05,0.22,1.9,0.0,19.0
4709072,0,0,0.3400000000000001,0.3400000000000001,0.26,0.26,0.08,0.3400000000000001,0.41,0.0,10.0,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.4499999999999999,0.0,0.6399999999999999,0.2,0.0,7.0
4709073,0,2,0.33,0.33,0.06,0.05,0.27,0.1699999999999999,0.6000000000000001,0.0,8.0,1.8400000000000003,1.8400000000000003,1.4300000000000004,0.9600000000000002,0.41,1.34,1.3100000000000005,0.0,23.0
4713640,1,0,0.6200000000000001,0.6200000000000001,0.56,0.51,0.06,0.6200000000000001,0.6900000000000001,0.0,10.0,1.02,1.02,0.8,0.6,0.22,0.58,0.42,0.0,17.0
4713641,4,1,2.12,2.12,2.12,2.1,0.0,0.61,2.0,0.0,9.0,0.63,0.63,0.6,0.6,0.03,0.0,0.75,0.0,7.0
4713642,2,1,1.7000000000000002,1.7000000000000002,1.51,1.06,0.19,0.97,1.35,0.0,16.0,1.3999999999999997,1.3999999999999997,1.39,1.2899999999999998,0.01,1.0,1.4300000000000002,0.0,16.0
4713643,4,0,5.54,5.54,5.54,4.6,0.0,1.67,3.98,0.0,26.0,0.99,0.99,0.9300000000000002,0.9300000000000002,0.06,0.03,0.16,0.0,17.0
4713644,1,1,1.0499999999999998,1.0499999999999998,0.89,0.89,0.16,1.0499999999999998,0.99,0.0,15.0,1.6700000000000002,0.88,0.65,0.61,0.23,0.76,2.57,1.0,12.0
4713645,3,1,2.4000000000000004,1.6100000000000003,1.5299999999999998,1.5299999999999998,0.08,0.28,2.01,1.0,17.0,1.4800000000000004,1.4800000000000004,0.6000000000000001,0.45,0.88,0.16,1.12,0.0,19.0
4713646,2,2,1.82,1.82,1.82,1.64,0.0,0.9,0.6299999999999999,0.0,7.0,3.09,3.09,1.76,1.34,1.3299999999999998,0.03,2.08,0.0,20.0
4756581,2,2,1.65,0.8600000000000001,0.8200000000000001,0.8200000000000001,0.04,0.1,1.59,1.0,14.0,2.3599999999999994,1.5700000000000005,1.3800000000000003,1.3000000000000005,0.19,0.87,2.09,1.0,16.0
4756587,1,3,0.29,0.29,0.2,0.19,0.09,0.08,0.52,0.0,10.0,2.3600000000000003,2.3600000000000003,2.33,1.62,0.03,1.1,2.01,0.0,12.0
4756597,2,4,0.9,0.9,0.86,0.6000000000000001,0.04,0.28,0.97,0.0,9.0,3.73,2.9400000000000004,2.7900000000000005,2.3400000000000003,0.15,1.1100000000000003,4.05,1.0,30.0
4756604,0,2,0.5,0.5,0.5,0.39,0.0,0.25,0.0,0.0,7.0,2.49,2.49,2.3600000000000003,1.6500000000000004,0.13,1.5499999999999998,2.5600000000000005,0.0,23.0
4756612,2,3,0.7600000000000001,0.7600000000000001,0.5300000000000001,0.5200000000000001,0.2299999999999999,0.01,1.38,0.0,14.0,0.76,0.76,0.6699999999999999,0.3999999999999999,0.09,0.21,0.74,0.0,11.0
4756620,6,1,3.01,3.01,3.01,2.7900000000000005,0.0,1.9300000000000008,3.98,0.0,21.0,1.3200000000000005,1.3200000000000005,1.2500000000000002,1.1700000000000002,0.07,0.37,0.75,0.0,13.0
4756628,1,5,0.7400000000000001,0.7400000000000001,0.7400000000000001,0.6600000000000001,0.0,0.64,0.97,0.0,7.0,3.85,3.0600000000000005,2.83,2.76,0.2299999999999999,0.44,4.3500000000000005,1.0,27.0
4781131,2,1,2.5500000000000007,1.76,1.51,1.51,0.25,1.0800000000000003,2.45,1.0,23.0,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.0,0.34,0.68,0.0,7.0
4781132,0,3,0.5800000000000001,0.5800000000000001,0.5800000000000001,0.5800000000000001,0.0,0.0,0.45,0.0,4.0,2.48,2.48,2.48,2.43,0.0,0.91,2.67,0.0,20.0
4781133,2,1,3.65,3.65,3.58,2.31,0.07,3.5,1.89,0.0,22.0,1.07,1.07,1.07,1.07,0.0,0.8700000000000001,1.44,0.0,9.0
4781134,2,0,0.95,0.95,0.95,0.8400000000000001,0.0,0.4,1.26,0.0,8.0,0.9900000000000002,0.9900000000000002,0.9800000000000002,0.8800000000000001,0.01,0.42,0.51,0.0,12.0
4781135,3,0,1.33,1.33,1.23,1.23,0.1,0.62,1.7200000000000002,0.0,11.0,0.6400000000000001,0.6400000000000001,0.6000000000000001,0.6000000000000001,0.04,0.5700000000000001,0.03,0.0,7.0
4781136,0,1,1.4500000000000002,1.4500000000000002,1.41,1.39,0.04,0.66,0.72,0.0,19.0,0.6000000000000001,0.6000000000000001,0.56,0.51,0.04,0.6000000000000001,0.26,0.0,7.0
4781137,4,1,2.67,2.67,2.65,2.32,0.02,1.03,3.42,0.0,7.0,0.6900000000000001,0.6900000000000001,0.53,0.42,0.16,0.53,1.06,0.0,15.0
4781138,0,2,1.3400000000000003,1.3400000000000003,0.6000000000000001,0.5700000000000001,0.7400000000000001,0.2499999999999999,0.34,0.0,14.0,0.8299999999999998,0.8299999999999998,0.81,0.81,0.02,0.6499999999999999,0.8600000000000001,0.0,7.0
4781139,2,3,1.2800000000000002,1.2800000000000002,1.2400000000000002,0.7799999999999999,0.04,0.0,0.6900000000000001,0.0,17.0,1.65,0.8600000000000001,0.8600000000000001,0.71,0.0,0.0,2.08,1.0,9.0
4781140,2,0,2.0700000000000003,2.0700000000000003,2.0700000000000003,2.0700000000000003,0.0,1.14,0.52,0.0,23.0,0.08,0.08,0.08,0.05,0.0,0.04,0.0,0.0,5.0
4781141,2,0,2.04,2.04,1.6700000000000004,1.6700000000000004,0.37,1.73,1.88,0.0,20.0,1.09,0.3,0.3,0.27,0.0,0.05,0.74,1.0,6.0
4781142,1,0,1.27,0.48,0.44,0.27,0.04,0.0799999999999999,1.06,1.0,9.0,0.5100000000000001,0.5100000000000001,0.45,0.43,0.06,0.27,0.01,0.0,13.0
4781143,4,3,1.8500000000000003,1.8500000000000003,1.7000000000000002,1.25,0.15,1.29,2.0,0.0,13.0,1.1200000000000003,0.33,0.13,0.13,0.2,0.33,1.77,1.0,9.0
4781144,0,3,0.78,0.78,0.66,0.59,0.12,0.07,0.0,0.0,9.0,1.9,1.11,1.11,0.8599999999999999,0.0,0.08,2.64,1.0,14.0
4781130,0,2,1.29,1.29,1.1800000000000002,0.95,0.11,0.03,0.4,0.0,17.0,2.9899999999999998,2.9899999999999998,2.9299999999999997,1.99,0.06,0.96,2.77,0.0,18.0
4781129,5,2,3.5299999999999994,2.74,1.85,1.5100000000000002,0.8900000000000001,1.19,2.64,1.0,23.0,2.11,1.32,1.3,1.3,0.02,0.0,1.69,1.0,11.0
