sent_at,home,away,sel,book,price,fair_price,p_fair,ev,ev_worst,ref,n_books,kickoff
2026-09-11T13:14Z,Khor Fakkan,Baniyas,1,olimp,2.820,2.7640,0.36179,0.02040,0.02040,консенсус (Pinnacle 403),,2026-09-11T13:40Z
